listing_id,neighborhood,property_type,bedrooms,bathrooms,size_sqft,annual_rent,monthly_rent,price_per_sqft,furnished,amenities,has_metro,beach_accessible,floor_number,building_age_years,posted_date,agent_name,agent_company,tier
PF009929,Bur Dubai,2BR,2,2,1130,75100,6300,66.46,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Covered Parking;Parking;Security;Shared Spa,Yes,No,35,18,2025-09-06,Julie Davis,Haus & Haus,Mid-Market
PF009930,Barsha Heights (Tecom),2BR,2,2,1288,93900,7800,72.9,Furnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Parking;Security;Shared Spa,Yes,No,7,9,2025-10-27,Nicole Conner,Allsopp & Allsopp,Mid-Market
PF009931,Motor City,1BR,1,1,932,79900,6700,85.73,Furnished,Built-in Wardrobes;Central AC;Gym;Parking;Security;Swimming Pool,No,No,43,18,2025-09-22,Edward Greene,Allsopp & Allsopp,Mid-Market
PF009932,International City,1BR,1,1,742,46300,3900,62.4,Semi-Furnished,Built-in Wardrobes;Central AC;Covered Parking;Parking;Security,No,No,8,12,2025-09-24,Patrick Daniels MD,Espace Real Estate,Budget
PF009933,Business Bay,2BR,2,2,1405,112200,9400,79.86,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Maid's Room;Parking;Pets Allowed;Security,Yes,No,39,8,2025-11-06,Jennifer Jones,Bayut,Premium
PF009934,Motor City,2BR,2,2,1730,117100,9800,67.69,Furnished,Balcony;Built-in Wardrobes;Central AC;Maid's Room;Parking;Security,No,No,34,12,2025-09-04,Katie Massey,Driven Properties,Mid-Market
PF009935,Bur Dubai,3BR,3,2,2035,124200,10400,61.03,Furnished,Balcony;Built-in Wardrobes;Central AC;Covered Parking;Gym;Maid's Room;Parking;Security,Yes,No,26,3,2025-10-19,Jamie Gould,Haus & Haus,Mid-Market
PF009936,Business Bay,2BR,2,2,1469,130700,10900,88.97,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Covered Parking;Gym;Parking;Pets Allowed;Security,Yes,No,34,11,2025-09-18,Rhonda Anderson MD,Haus & Haus,Premium
PF009937,Dubai Internet City,1BR,1,1,4983,1303000,108600,261.49,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Gym;Maid's Room;Parking;Security;Study Room;Swimming Pool,Yes,No,20,5,2025-11-11,Kathryn Scott,Espace Real Estate,Luxury
PF009938,International City,2BR,2,2,957,55200,4600,57.68,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Parking;Pets Allowed;Security;Study Room,No,No,2,18,2025-10-01,William Robinson,Dubizzle,Budget
PF009939,Dubai Internet City,2BR,2,2,4932,1007200,83900,204.22,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Gym;Parking;Pets Allowed;Security;Shared Spa;Study Room;Swimming Pool,Yes,No,21,13,2025-10-10,Steven Aguilar,Haus & Haus,Luxury
PF009940,Jumeirah Beach Residence (JBR),Studio,0,1,509,123700,10300,243.03,Semi-Furnished,Central AC;Children's Play Area;Maid's Room;Parking;Security;Shared Spa;Study Room;View (Sea/Marina/Park),No,Yes,3,18,2025-11-28,Thomas Lewis,Haus & Haus,Luxury
PF009941,Dubai Silicon Oasis,Studio,0,1,491,47900,4000,97.56,Semi-Furnished,Central AC;Parking;Security;Swimming Pool,No,No,32,3,2025-10-18,Cody Pitts,Allsopp & Allsopp,Budget
PF009942,Dubai Silicon Oasis,1BR,1,1,847,58200,4800,68.71,Unfurnished,Built-in Wardrobes;Central AC;Gym;Parking;Security,No,No,38,12,2025-10-20,Justin Noble,Bayut,Budget
PF009943,Bur Dubai,1BR,1,1,1164,84500,7000,72.59,Furnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Parking;Pets Allowed;Security;View (Sea/Marina/Park),Yes,No,8,4,2025-09-15,Dylan Clark,Driven Properties,Mid-Market
PF009944,Barsha Heights (Tecom),1BR,1,1,1077,87300,7300,81.06,Unfurnished,Built-in Wardrobes;Central AC;Children's Play Area;Parking;Pets Allowed;Security;Swimming Pool,Yes,No,33,15,2025-11-14,Erik David,Espace Real Estate,Mid-Market
PF009945,Jumeirah Beach Residence (JBR),1BR,1,1,904,111700,9300,123.56,Semi-Furnished,Balcony;Built-in Wardrobes;Central AC;Maid's Room;Parking;Pets Allowed;Security;Shared Spa;Study Room;Swimming Pool,No,Yes,43,16,2025-11-12,Stephanie Robinson,Allsopp & Allsopp,Luxury
PF009946,Jumeirah Lake Towers (JLT),1BR,1,1,955,85100,7100,89.11,Semi-Furnished,Built-in Wardrobes;Central AC;Covered Parking;Maid's Room;Parking;Security;Study Room,Yes,No,43,9,2025-11-07,Joel Stevens,Bayut,Mid-Market
PF009947,Bur Dubai,Studio,0,1,356,44900,3700,126.12,Unfurnished,Central AC;Covered Parking;Parking;Pets Allowed;Security;Shared Spa,Yes,No,24,5,2025-09-26,Kathleen Smith,Property Finder,Mid-Market
PF009948,Al Barsha,3BR,3,2,1431,132100,11000,92.31,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Covered Parking;Maid's Room;Parking;Security;Shared Spa;Swimming Pool,Yes,No,12,19,2025-09-26,James Jenkins,Haus & Haus,Mid-Market
PF009949,Bur Dubai,2BR,2,2,1139,79300,6600,69.62,Furnished,Balcony;Built-in Wardrobes;Central AC;Parking;Security;Study Room;Swimming Pool,Yes,No,11,5,2025-11-02,Dr. Jennifer Smith DVM,Driven Properties,Mid-Market
PF009950,Al Barsha,2BR,2,2,1303,94100,7800,72.22,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Maid's Room;Parking;Security;View (Sea/Marina/Park),Yes,No,8,9,2025-09-23,Mitchell Martin,Bayut,Mid-Market
PF009951,Jumeirah Lake Towers (JLT),Studio,0,1,449,64000,5300,142.54,Unfurnished,Balcony;Central AC;Parking;Security;View (Sea/Marina/Park),Yes,No,8,12,2025-10-20,Sarah Wilson DVM,Haus & Haus,Mid-Market
PF009952,Arabian Ranches,2BR,2,2,2041,179400,15000,87.9,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Gym;Parking;Pets Allowed;Security;Shared Spa;Study Room;Swimming Pool;View (Sea/Marina/Park),No,No,22,4,2025-09-01,Maria Martinez,Allsopp & Allsopp,Luxury
PF009953,Dubai Marina,Studio,0,1,589,59800,5000,101.53,Furnished,Central AC;Children's Play Area;Covered Parking;Gym;Maid's Room;Parking;Pets Allowed;Security;Study Room;Swimming Pool,Yes,Yes,12,5,2025-10-02,Tanya Trevino,Haus & Haus,Luxury
PF009954,Bur Dubai,1BR,1,1,1299,94600,7900,72.83,Furnished,Built-in Wardrobes;Central AC;Gym;Parking;Security;View (Sea/Marina/Park),Yes,No,4,10,2025-11-26,Sharon Medina,Driven Properties,Mid-Market
PF009955,DIFC,1BR,1,1,858,121400,10100,141.49,Semi-Furnished,Built-in Wardrobes;Central AC;Children's Play Area;Gym;Maid's Room;Parking;Security;Shared Spa;Study Room;View (Sea/Marina/Park),Yes,No,7,12,2025-09-01,Dr. Phillip Anderson,Espace Real Estate,Luxury
PF009956,Discovery Gardens,1BR,1,1,922,68700,5700,74.51,Furnished,Built-in Wardrobes;Central AC;Parking;Pets Allowed;Security,Yes,No,14,0,2025-11-21,Richard George,Haus & Haus,Budget
PF009957,Deira,Studio,0,1,476,48700,4100,102.31,Unfurnished,Balcony;Central AC;Children's Play Area;Parking;Security;Shared Spa,Yes,No,30,19,2025-09-30,Adam Evans,Espace Real Estate,Budget
PF009958,Deira,2BR,2,2,1252,76000,6300,60.7,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Gym;Parking;Security,Yes,No,27,3,2025-10-17,Maria Murillo,Allsopp & Allsopp,Budget
PF009959,Motor City,2BR,2,2,1639,102600,8600,62.6,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Parking;Security;Swimming Pool;View (Sea/Marina/Park),No,No,23,8,2025-11-13,Christopher Hodges,Espace Real Estate,Mid-Market
PF009960,International City,2BR,2,2,1027,61900,5200,60.27,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Covered Parking;Parking;Security,No,No,6,9,2025-09-20,Jennifer Levy,Espace Real Estate,Budget
PF009961,Discovery Gardens,3BR,3,2,1429,110000,9200,76.98,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Maid's Room;Parking;Pets Allowed;Security,Yes,No,32,16,2025-10-29,Donald Gomez,Bayut,Budget
PF009962,Barsha Heights (Tecom),3BR,3,2,2126,196300,16400,92.33,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Gym;Maid's Room;Parking;Security,Yes,No,11,17,2025-09-22,Christopher King,Espace Real Estate,Mid-Market
PF009963,Motor City,2BR,2,2,1700,111500,9300,65.59,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Maid's Room;Parking;Security;Swimming Pool;View (Sea/Marina/Park),No,No,26,15,2025-10-24,Christine Peterson,Haus & Haus,Mid-Market
PF009964,Dubai Sports City,Studio,0,1,361,38700,3200,107.2,Furnished,Balcony;Central AC;Children's Play Area;Gym;Parking;Security,No,No,33,3,2025-10-17,Destiny Johns,Dubizzle,Budget
PF009965,Al Barsha,1BR,1,1,989,86700,7200,87.66,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Parking;Security;Swimming Pool,Yes,No,35,11,2025-09-16,Ashley Meyer,Bayut,Mid-Market
PF009966,Al Nahda,2BR,2,2,1110,67800,5600,61.08,Furnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Covered Parking;Parking;Security,Yes,No,2,6,2025-10-02,Scott Hamilton,Allsopp & Allsopp,Budget
PF009967,Motor City,1BR,1,1,750,65200,5400,86.93,Furnished,Built-in Wardrobes;Central AC;Children's Play Area;Parking;Security;Study Room;Swimming Pool,No,No,42,8,2025-11-11,Walter White,Allsopp & Allsopp,Mid-Market
PF009968,Dubai Silicon Oasis,2BR,2,2,1259,98600,8200,78.32,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Gym;Parking;Security,No,No,21,9,2025-11-01,James Young,Dubizzle,Budget
PF009969,Deira,Studio,0,1,411,50800,4200,123.6,Furnished,Balcony;Central AC;Parking;Security;Study Room,Yes,No,3,11,2025-09-07,Anita Sherman,Dubizzle,Budget
PF009970,Arabian Ranches,2BR,2,2,2114,183000,15200,86.57,Semi-Furnished,Balcony;Built-in Wardrobes;Central AC;Covered Parking;Maid's Room;Parking;Pets Allowed;Security;Swimming Pool;View (Sea/Marina/Park),No,No,5,14,2025-10-20,Justin Swanson,Property Finder,Luxury
PF009971,International City,2BR,2,2,977,54300,4500,55.58,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Maid's Room;Parking;Security;Study Room;Swimming Pool,No,No,29,17,2025-09-11,James Garrett,Espace Real Estate,Budget
PF009972,Motor City,2BR,2,2,1522,99800,8300,65.57,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Parking;Pets Allowed;Security;Study Room,No,No,39,8,2025-11-20,Angela Jenkins,Haus & Haus,Mid-Market
PF009973,Al Barsha,Studio,0,1,413,55300,4600,133.9,Unfurnished,Balcony;Central AC;Maid's Room;Parking;Security,Yes,No,36,8,2025-10-06,Gregory Ward,Haus & Haus,Mid-Market
PF009974,Dubai Media City,1BR,1,1,1126,152300,12700,135.26,Semi-Furnished,Built-in Wardrobes;Central AC;Children's Play Area;Gym;Maid's Room;Parking;Pets Allowed;Security;Study Room,Yes,No,24,14,2025-11-28,Ms. Lori Watson,Property Finder,Premium
PF009975,Arabian Ranches,3BR,3,2,2770,228100,19000,82.35,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Covered Parking;Gym;Maid's Room;Parking;Pets Allowed;Security;Shared Spa;Study Room;Swimming Pool;View (Sea/Marina/Park),No,No,30,6,2025-09-02,Carol Dean,Bayut,Luxury
PF009976,International City,3BR,3,2,2377,113900,9500,47.92,Semi-Furnished,Balcony;Built-in Wardrobes;Central AC;Covered Parking;Maid's Room;Parking;Security,No,No,13,8,2025-11-10,Dr. Thomas Clark PhD,Dubizzle,Budget
PF009977,Dubai Internet City,3BR,3,2,5006,1046900,87200,209.13,Semi-Furnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Covered Parking;Gym;Maid's Room;Parking;Security;Shared Spa;View (Sea/Marina/Park),Yes,No,12,13,2025-11-05,Michael Rogers,Haus & Haus,Luxury
PF009978,Dubai Media City,2BR,2,2,1535,199100,16600,129.71,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Maid's Room;Parking;Security;Study Room;Swimming Pool;View (Sea/Marina/Park),Yes,No,27,16,2025-11-13,John Murray MD,Allsopp & Allsopp,Premium
PF009979,Dubai Sports City,2BR,2,2,1104,77000,6400,69.75,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Gym;Maid's Room;Parking;Security;Study Room,No,No,17,6,2025-10-01,Jacob Clark,Allsopp & Allsopp,Budget
PF009980,Dubai Marina,Studio,0,1,473,56700,4700,119.87,Unfurnished,Balcony;Central AC;Children's Play Area;Covered Parking;Parking;Pets Allowed;Security;Study Room;Swimming Pool,Yes,Yes,12,13,2025-11-01,Jessica Clark,Property Finder,Luxury
PF009981,Arabian Ranches,Studio,0,1,1981,166800,13900,84.2,Unfurnished,Balcony;Central AC;Children's Play Area;Covered Parking;Parking;Pets Allowed;Security;Shared Spa;Swimming Pool,No,No,17,10,2025-11-22,Ann Scott,Allsopp & Allsopp,Luxury
PF009982,Discovery Gardens,Studio,0,1,478,43900,3700,91.84,Furnished,Balcony;Central AC;Maid's Room;Parking;Security;Swimming Pool,Yes,No,11,7,2025-09-04,Lauren Robinson,Haus & Haus,Budget
PF009983,Dubai Media City,Studio,0,1,1126,173900,14500,154.44,Unfurnished,Balcony;Central AC;Gym;Parking;Security;Shared Spa;Study Room;View (Sea/Marina/Park),Yes,No,42,8,2025-11-17,Kristi Choi,Espace Real Estate,Premium
PF009984,Deira,2BR,2,2,1265,75200,6300,59.45,Semi-Furnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Parking;Security,Yes,No,11,1,2025-10-16,Rebecca White,Property Finder,Budget
PF009985,Jumeirah Beach Residence (JBR),1BR,1,1,1284,97300,8100,75.78,Unfurnished,Built-in Wardrobes;Central AC;Children's Play Area;Gym;Maid's Room;Parking;Pets Allowed;Security;Shared Spa;Study Room;Swimming Pool;View (Sea/Marina/Park),No,Yes,21,19,2025-10-01,Sarah Lee,Haus & Haus,Luxury
PF009986,Barsha Heights (Tecom),Studio,0,1,533,65600,5500,123.08,Furnished,Balcony;Central AC;Covered Parking;Gym;Parking;Security,Yes,No,35,18,2025-11-27,Alexandria Shepherd,Property Finder,Mid-Market
PF009987,Al Nahda,1BR,1,1,636,44000,3700,69.18,Furnished,Built-in Wardrobes;Central AC;Children's Play Area;Covered Parking;Gym;Parking;Security,Yes,No,29,12,2025-10-22,Ashley Glenn,Driven Properties,Budget
PF009988,Dubai Media City,1BR,1,1,1116,149600,12500,134.05,Semi-Furnished,Built-in Wardrobes;Central AC;Covered Parking;Gym;Maid's Room;Parking;Security;Shared Spa,Yes,No,29,13,2025-10-01,Benjamin Walker,Property Finder,Premium
PF009989,Downtown Dubai,3BR,3,2,2347,333900,27800,142.27,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Maid's Room;Parking;Pets Allowed;Security;View (Sea/Marina/Park),Yes,No,36,12,2025-10-21,Eric Rasmussen,Bayut,Luxury
PF009990,Bur Dubai,2BR,2,2,1439,87400,7300,60.74,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Maid's Room;Parking;Pets Allowed;Security,Yes,No,31,13,2025-09-16,Clifford Gonzalez,Dubizzle,Mid-Market
PF009991,Arabian Ranches,3BR,3,2,2415,184700,15400,76.48,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Gym;Maid's Room;Parking;Pets Allowed;Security;Shared Spa;Study Room;Swimming Pool,No,No,22,9,2025-11-16,Kathryn Moore,Driven Properties,Luxury
PF009992,Barsha Heights (Tecom),3BR,3,2,2032,164000,13700,80.71,Semi-Furnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Maid's Room;Parking;Security;View (Sea/Marina/Park),Yes,No,16,2,2025-09-09,Willie Munoz,Allsopp & Allsopp,Mid-Market
PF009993,Deira,1BR,1,1,844,47200,3900,55.92,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Parking;Pets Allowed;Security;Swimming Pool,Yes,No,42,0,2025-10-12,Sean Warren,Haus & Haus,Budget
PF009994,Dubai Media City,Studio,0,1,1100,139300,11600,126.64,Unfurnished,Balcony;Central AC;Children's Play Area;Covered Parking;Maid's Room;Parking;Security;View (Sea/Marina/Park),Yes,No,10,1,2025-10-17,Robert Cruz,Espace Real Estate,Premium
PF009995,Jumeirah Lake Towers (JLT),1BR,1,1,829,74300,6200,89.63,Furnished,Built-in Wardrobes;Central AC;Gym;Maid's Room;Parking;Pets Allowed;Security;View (Sea/Marina/Park),Yes,No,34,10,2025-10-30,Samantha Petersen,Property Finder,Mid-Market
PF009996,Jumeirah Lake Towers (JLT),1BR,1,1,991,85700,7100,86.48,Unfurnished,Built-in Wardrobes;Central AC;Children's Play Area;Maid's Room;Parking;Security,Yes,No,24,13,2025-09-10,Alicia Combs,Driven Properties,Mid-Market
PF009997,Discovery Gardens,3BR,3,2,1429,110000,9200,76.98,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Maid's Room;Parking;Security;Shared Spa,Yes,No,13,16,2025-11-04,Miss Laura Davis,Espace Real Estate,Budget
PF009998,Dubai Silicon Oasis,1BR,1,1,846,62900,5200,74.35,Unfurnished,Built-in Wardrobes;Central AC;Maid's Room;Parking;Security;Shared Spa,No,No,21,7,2025-11-27,Mrs. Kerri Weeks,Haus & Haus,Budget
PF009999,DIFC,Studio,0,1,633,92400,7700,145.97,Furnished,Balcony;Central AC;Covered Parking;Maid's Room;Parking;Pets Allowed;Security;Study Room;Swimming Pool;View (Sea/Marina/Park),Yes,No,10,10,2025-10-21,Louis Armstrong,Espace Real Estate,Luxury
PF010000,Deira,1BR,1,1,758,45600,3800,60.16,Unfurnished,Built-in Wardrobes;Central AC;Parking;Pets Allowed;Security;Shared Spa,Yes,No,27,9,2025-11-22,David Hayes,Bayut,Budget
PF010001,Dubai Sports City,1BR,1,1,705,60400,5000,85.67,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Parking;Pets Allowed;Security;Shared Spa,No,No,27,3,2025-09-01,Lauren Foster,Property Finder,Budget
PF010002,Arabian Ranches,3BR,3,2,2648,251800,21000,95.09,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Maid's Room;Parking;Pets Allowed;Security;Shared Spa;Swimming Pool;View (Sea/Marina/Park),No,No,35,5,2025-09-07,Christopher Lee,Dubizzle,Luxury
PF010003,Deira,3BR,3,2,1469,108500,9000,73.86,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Covered Parking;Maid's Room;Parking;Security;View (Sea/Marina/Park),Yes,No,13,17,2025-11-08,Eric Craig,Driven Properties,Budget
PF010004,Arabian Ranches,2BR,2,2,2045,176600,14700,86.36,Semi-Furnished,Balcony;Built-in Wardrobes;Central AC;Covered Parking;Maid's Room;Parking;Pets Allowed;Security;Study Room;Swimming Pool;View (Sea/Marina/Park),No,No,39,13,2025-10-12,Jordan Hughes,Espace Real Estate,Luxury
PF010005,Deira,3BR,3,2,1430,115700,9600,80.91,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Maid's Room;Parking;Pets Allowed;Security;Study Room;Swimming Pool,Yes,No,33,11,2025-09-22,Veronica Huang,Allsopp & Allsopp,Budget
PF010006,Barsha Heights (Tecom),Studio,0,1,490,54700,4600,111.63,Unfurnished,Balcony;Central AC;Parking;Security;Shared Spa,Yes,No,1,19,2025-09-12,Lisa Harrison,Dubizzle,Mid-Market
PF010007,Al Nahda,2BR,2,2,1099,66800,5600,60.78,Semi-Furnished,Balcony;Built-in Wardrobes;Central AC;Covered Parking;Parking;Security;Study Room;View (Sea/Marina/Park),Yes,No,4,4,2025-09-03,Nicole Cox,Property Finder,Budget
PF010008,Business Bay,1BR,1,1,860,85700,7100,99.65,Furnished,Balcony;Built-in Wardrobes;Central AC;Gym;Maid's Room;Parking;Pets Allowed;Security;Study Room;View (Sea/Marina/Park),Yes,No,26,7,2025-11-05,Jill Gonzalez,Espace Real Estate,Premium
PF010009,Motor City,Studio,0,1,667,62100,5200,93.1,Semi-Furnished,Central AC;Gym;Parking;Security;Study Room;View (Sea/Marina/Park),No,No,27,13,2025-10-11,Katherine Smith,Driven Properties,Mid-Market
PF010010,Deira,2BR,2,2,1113,71700,6000,64.42,Semi-Furnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Gym;Parking;Security;Study Room,Yes,No,22,4,2025-09-10,George Byrd,Driven Properties,Budget
PF010011,Barsha Heights (Tecom),Studio,0,1,467,53600,4500,114.78,Furnished,Central AC;Covered Parking;Parking;Security;Shared Spa;Swimming Pool,Yes,No,34,18,2025-11-11,Vincent Lowe,Allsopp & Allsopp,Mid-Market
PF010012,Jumeirah Lake Towers (JLT),3BR,3,2,2126,187300,15600,88.1,Semi-Furnished,Balcony;Built-in Wardrobes;Central AC;Gym;Maid's Room;Parking;Security;View (Sea/Marina/Park),Yes,No,22,4,2025-10-04,Robert Cross,Dubizzle,Mid-Market
PF010013,Motor City,1BR,1,1,804,91000,7600,113.18,Unfurnished,Built-in Wardrobes;Central AC;Parking;Pets Allowed;Security;Swimming Pool;View (Sea/Marina/Park),No,No,8,12,2025-10-04,Abigail Burch,Bayut,Mid-Market
PF010014,Deira,2BR,2,2,1098,82500,6900,75.14,Furnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Maid's Room;Parking;Security;Shared Spa,Yes,No,33,10,2025-11-22,Gerald Romero,Espace Real Estate,Budget
PF010015,Al Nahda,1BR,1,1,795,47600,4000,59.87,Furnished,Built-in Wardrobes;Central AC;Parking;Security;Shared Spa,Yes,No,20,11,2025-10-10,Sharon Parks,Allsopp & Allsopp,Budget
PF010016,Jumeirah Lake Towers (JLT),Studio,0,1,414,56000,4700,135.27,Furnished,Central AC;Children's Play Area;Covered Parking;Gym;Parking;Security;View (Sea/Marina/Park),Yes,No,9,9,2025-10-07,Arthur Reilly,Bayut,Mid-Market
PF010017,Deira,1BR,1,1,606,46700,3900,77.06,Semi-Furnished,Built-in Wardrobes;Central AC;Covered Parking;Parking;Security;Study Room;Swimming Pool,Yes,No,21,19,2025-11-19,Megan Wells,Espace Real Estate,Budget
PF010018,Dubai Internet City,1BR,1,1,4973,1000300,83400,201.15,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Gym;Maid's Room;Parking;Pets Allowed;Security;Shared Spa;Study Room;Swimming Pool;View (Sea/Marina/Park),Yes,No,34,14,2025-09-25,Kathryn Downs,Espace Real Estate,Luxury
PF010019,Jumeirah,Studio,0,1,963,126700,10600,131.57,Furnished,Balcony;Central AC;Children's Play Area;Covered Parking;Parking;Pets Allowed;Security;Shared Spa;Study Room;Swimming Pool,No,Yes,37,12,2025-11-21,Ronald Knapp,Allsopp & Allsopp,Luxury
PF010020,Dubai Silicon Oasis,Studio,0,1,486,47000,3900,96.71,Furnished,Central AC;Gym;Parking;Security,No,No,4,7,2025-09-20,Sandra Rush,Haus & Haus,Budget
PF010021,Al Nahda,2BR,2,2,1125,66100,5500,58.76,Semi-Furnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Gym;Parking;Security,Yes,No,24,8,2025-09-22,Wendy Jenkins,Espace Real Estate,Budget
PF010022,Al Barsha,2BR,2,2,1427,99000,8200,69.38,Semi-Furnished,Balcony;Built-in Wardrobes;Central AC;Covered Parking;Parking;Security;Shared Spa;View (Sea/Marina/Park),Yes,No,3,14,2025-09-20,Jon Jackson,Espace Real Estate,Mid-Market
PF010023,DIFC,2BR,2,2,1673,174000,14500,104.0,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Maid's Room;Parking;Security;Shared Spa;Study Room;Swimming Pool;View (Sea/Marina/Park),Yes,No,12,16,2025-11-09,John Franco,Haus & Haus,Luxury
PF010024,International City,2BR,2,2,930,50000,4200,53.76,Semi-Furnished,Balcony;Built-in Wardrobes;Central AC;Parking;Security,No,No,7,17,2025-10-19,Stacey Hubbard,Bayut,Budget
