tenant_id,age,profession,monthly_income,family_size,preferred_property_type,max_monthly_rent,max_annual_rent,nationality,move_in_timeline,pets
T03130,34,IT Professional,28847,2,1BR,9423,113076,Romania,Immediate,No
T03131,29,Manager,29413,3,3BR,11869,142428,Peru,Flexible,No
T03132,43,Hospitality,14986,5,3BR,4266,51192,Saint Martin,Within 3 months,No
T03133,31,Teacher,12260,1,1BR,3967,47604,Saint Helena,Within 3 months,Yes
T03134,32,Engineer,27690,2,2BR,7021,84252,Pakistan,Flexible,No
T03135,49,Finance Professional,25078,3,3BR,8884,106608,Svalbard & Jan Mayen Islands,Within 1 month,No
T03136,47,Sales & Marketing,14681,2,2BR,4110,49320,Oman,Within 1 month,No
T03137,28,Sales & Marketing,25009,1,1BR,7986,95832,Colombia,Immediate,No
T03138,39,Consultant,32597,1,1BR,8311,99732,Tajikistan,Within 1 month,No
T03139,50,Consultant,34942,3,2BR,11264,135168,Tajikistan,Within 3 months,No
T03140,43,Teacher,17357,2,2BR,5462,65544,French Southern Territories,Within 1 month,Yes
T03141,22,Healthcare Worker,25854,4,3BR,11462,137544,El Salvador,Immediate,Yes
T03142,22,IT Professional,32642,1,1BR,9426,113112,Ukraine,Immediate,No
T03143,34,Healthcare Worker,25081,3,3BR,6756,81072,Rwanda,Flexible,No
T03144,36,Entrepreneur,35104,1,1BR,14993,179916,Svalbard & Jan Mayen Islands,Immediate,Yes
T03145,22,Healthcare Worker,23545,3,2BR,9423,113076,Guam,Flexible,No
T03146,59,Engineer,21063,1,Studio,5842,70104,French Southern Territories,Immediate,No
T03147,53,IT Professional,29002,2,1BR,10474,125688,Saint Pierre and Miquelon,Within 1 month,No
T03148,43,Teacher,8000,2,2BR,3244,38928,Sweden,Within 3 months,No
T03149,48,Entrepreneur,46014,1,1BR,16618,199416,Zambia,Immediate,No
T03150,39,Teacher,13734,1,Studio,3984,47808,Latvia,Within 3 months,No
T03151,27,Manager,46953,4,2BR,12200,146400,Greece,Immediate,No
T03152,35,Finance Professional,22340,1,1BR,6591,79092,Palau,Immediate,No
T03153,22,Teacher,14117,3,2BR,3926,47112,Netherlands,Flexible,No
T03154,22,Consultant,39193,3,3BR,16996,203952,Kazakhstan,Immediate,No
T03155,41,Entrepreneur,38868,1,Studio,14743,176916,Bangladesh,Within 3 months,Yes
T03156,50,Engineer,23673,2,2BR,7872,94464,Bosnia and Herzegovina,Immediate,No
T03157,32,Consultant,28055,4,2BR,10422,125064,Djibouti,Immediate,No
T03158,58,Healthcare Worker,25864,1,Studio,8188,98256,Taiwan,Within 1 month,No
T03159,22,Consultant,46693,1,1BR,20130,241560,Bouvet Island (Bouvetoya),Flexible,No
T03160,34,Teacher,9225,3,3BR,2988,35856,Holy See (Vatican City State),Within 3 months,No
T03161,43,IT Professional,33193,2,1BR,14056,168672,Sri Lanka,Within 3 months,No
T03162,44,Hospitality,11842,2,2BR,4081,48972,Saudi Arabia,Within 3 months,No
T03163,44,Sales & Marketing,18012,1,1BR,6739,80868,Puerto Rico,Immediate,No
T03164,22,Engineer,27832,3,2BR,11219,134628,Israel,Flexible,No
T03165,44,Engineer,25448,4,3BR,10272,123264,South Georgia and the South Sandwich Islands,Flexible,No
T03166,39,Finance Professional,20402,2,2BR,8623,103476,Malta,Flexible,No
T03167,35,Sales & Marketing,21255,2,2BR,5343,64116,Syrian Arab Republic,Within 3 months,No
T03168,30,Hospitality,16305,2,2BR,5073,60876,Libyan Arab Jamahiriya,Within 3 months,Yes
T03169,39,Manager,27433,3,3BR,7043,84516,Cote d'Ivoire,Within 1 month,No
T03170,49,Consultant,18000,1,1BR,5135,61620,Brazil,Flexible,No
T03171,45,Entrepreneur,61903,3,3BR,23513,282156,Peru,Immediate,No
T03172,45,Manager,22709,4,2BR,9380,112560,Armenia,Within 3 months,No
T03173,41,Sales & Marketing,22134,2,1BR,8944,107328,Bulgaria,Within 3 months,No
T03174,22,Hospitality,13023,2,1BR,5545,66540,French Southern Territories,Within 3 months,No
T03175,32,Teacher,15660,1,Studio,6640,79680,Cayman Islands,Within 3 months,No
T03176,29,Teacher,15639,1,1BR,6601,79212,Iceland,Immediate,Yes
T03177,31,Finance Professional,60000,4,3BR,15931,191172,Spain,Within 3 months,Yes
T03178,49,Finance Professional,48019,4,2BR,17852,214224,French Polynesia,Immediate,Yes
T03179,36,Healthcare Worker,23753,2,1BR,8160,97920,Ghana,Within 3 months,No
T03180,37,Consultant,42235,3,3BR,17260,207120,Netherlands Antilles,Within 3 months,No
T03181,43,Sales & Marketing,28312,3,3BR,8542,102504,Saint Kitts and Nevis,Within 3 months,No
T03182,32,Healthcare Worker,31711,1,1BR,10058,120696,Spain,Within 1 month,No
T03183,40,Entrepreneur,52848,3,3BR,15401,184812,Japan,Flexible,No
T03184,40,Teacher,15854,2,1BR,6698,80376,Turks and Caicos Islands,Within 1 month,No
T03185,23,Finance Professional,38444,4,3BR,14566,174792,Djibouti,Within 1 month,Yes
T03186,27,Entrepreneur,36273,3,2BR,11717,140604,Montserrat,Within 3 months,No
T03187,33,Finance Professional,52413,4,3BR,13169,158028,Yemen,Within 1 month,No
T03188,46,Finance Professional,41243,2,2BR,10717,128604,Fiji,Within 1 month,Yes
T03189,22,Entrepreneur,35085,2,2BR,10581,126972,Japan,Immediate,No
T03190,38,Sales & Marketing,15391,3,2BR,6745,80940,Marshall Islands,Immediate,No
T03191,36,Finance Professional,35882,1,Studio,13156,157872,France,Within 3 months,No
T03192,30,Sales & Marketing,16567,5,3BR,4885,58620,Holy See (Vatican City State),Within 1 month,No
T03193,31,Hospitality,15519,2,2BR,4989,59868,Malaysia,Immediate,No
T03194,33,Consultant,30457,3,3BR,11028,132336,Croatia,Within 1 month,No
T03195,37,IT Professional,35219,5,3BR,12513,150156,Russian Federation,Within 3 months,No
T03196,46,Healthcare Worker,35000,1,1BR,13037,156444,Bolivia,Immediate,No
T03197,37,IT Professional,31763,1,Studio,9743,116916,Sri Lanka,Immediate,No
T03198,22,IT Professional,17670,1,Studio,5359,64308,American Samoa,Flexible,No
T03199,38,Finance Professional,27734,2,2BR,8949,107388,South Georgia and the South Sandwich Islands,Within 1 month,No
T03200,22,Hospitality,9385,2,1BR,4131,49572,Montserrat,Within 3 months,No
T03201,30,IT Professional,24193,1,1BR,7213,86556,American Samoa,Flexible,No
T03202,40,Engineer,26005,4,3BR,9608,115296,Congo,Flexible,No
T03203,32,Healthcare Worker,31646,3,3BR,8278,99336,Togo,Within 3 months,Yes
T03204,30,Healthcare Worker,28496,2,2BR,8372,100464,Guatemala,Within 1 month,No
T03205,42,Finance Professional,35901,3,3BR,9348,112176,Moldova,Within 1 month,No
T03206,34,Finance Professional,47460,2,2BR,14371,172452,Philippines,Within 1 month,No
T03207,27,Hospitality,14189,2,2BR,6271,75252,Guatemala,Immediate,Yes
T03208,32,Entrepreneur,31132,2,1BR,10098,121176,Macao,Immediate,No
T03209,22,Manager,39106,4,2BR,11377,136524,Rwanda,Within 1 month,No
T03210,34,IT Professional,29445,1,1BR,9683,116196,Lebanon,Immediate,No
T03211,28,Entrepreneur,78617,1,1BR,21236,254832,Burkina Faso,Within 3 months,No
T03212,37,Teacher,11604,3,2BR,5116,61392,Honduras,Immediate,No
T03213,39,Teacher,15027,1,1BR,5711,68532,Comoros,Within 3 months,No
T03214,22,Healthcare Worker,29977,1,Studio,11683,140196,Pitcairn Islands,Within 1 month,No
T03215,48,Hospitality,12704,2,2BR,3468,41616,Colombia,Immediate,No
T03216,22,Hospitality,15272,2,2BR,4271,51252,Puerto Rico,Flexible,No
T03217,22,Entrepreneur,46663,2,2BR,20838,250056,Spain,Flexible,No
T03218,29,Entrepreneur,57092,2,2BR,14379,172548,Lebanon,Within 1 month,Yes
T03219,27,Teacher,12008,1,1BR,4959,59508,Guernsey,Immediate,No
T03220,26,Manager,51593,1,Studio,18615,223380,Antigua and Barbuda,Flexible,No
T03221,22,Manager,41037,1,Studio,12681,152172,Taiwan,Immediate,No
T03222,29,Consultant,26149,1,Studio,11335,136020,Colombia,Within 1 month,No
T03223,30,Engineer,33698,2,2BR,11662,139944,Liechtenstein,Within 1 month,No
T03224,42,Manager,44667,4,3BR,12064,144768,North Macedonia,Immediate,No
T03225,38,Entrepreneur,34336,2,1BR,13625,163500,Barbados,Within 3 months,No
T03226,40,Sales & Marketing,34327,2,1BR,15407,184884,New Caledonia,Flexible,Yes
T03227,22,IT Professional,20550,2,1BR,6831,81972,Cape Verde,Immediate,No
T03228,22,Healthcare Worker,19856,1,Studio,7396,88752,Iceland,Within 3 months,Yes
T03229,28,Healthcare Worker,30407,2,1BR,8227,98724,Gambia,Immediate,No
T03230,38,Consultant,32071,2,2BR,8075,96900,Colombia,Within 1 month,Yes
T03231,26,Hospitality,15088,3,2BR,4363,52356,Bouvet Island (Bouvetoya),Immediate,Yes
T03232,32,Healthcare Worker,24201,2,2BR,8784,105408,Samoa,Within 1 month,No
T03233,22,Finance Professional,26311,2,2BR,8383,100596,Albania,Within 3 months,No
T03234,40,Consultant,26694,3,3BR,11436,137232,China,Within 1 month,No
T03235,33,Hospitality,9993,3,2BR,3807,45684,Dominica,Flexible,No
T03236,44,IT Professional,44838,2,2BR,17612,211344,Mexico,Flexible,No
T03237,52,Hospitality,16051,2,2BR,6466,77592,Slovakia (Slovak Republic),Within 3 months,No
T03238,22,Entrepreneur,50632,1,Studio,18941,227292,Kazakhstan,Within 3 months,No
T03239,22,Manager,40181,3,3BR,13498,161976,Suriname,Flexible,Yes
T03240,24,Consultant,41200,4,3BR,11264,135168,Central African Republic,Immediate,No
T03241,24,Healthcare Worker,20059,2,1BR,6885,82620,Vanuatu,Immediate,No
T03242,29,IT Professional,18747,1,Studio,7682,92184,Timor-Leste,Flexible,No
T03243,43,Teacher,14875,3,3BR,6615,79380,Maldives,Within 1 month,No
T03244,28,Entrepreneur,42343,3,3BR,12670,152040,Zimbabwe,Immediate,Yes
T03245,34,Sales & Marketing,10000,1,1BR,3516,42192,Tajikistan,Within 3 months,No
T03246,38,Finance Professional,35598,1,Studio,13070,156840,Mexico,Flexible,No
T03247,36,Engineer,29177,3,2BR,10311,123732,Antarctica (the territory South of 60 deg S),Within 3 months,No
T03248,39,Hospitality,8296,2,2BR,2256,27072,Liechtenstein,Within 1 month,No
T03249,36,Entrepreneur,43968,2,2BR,17128,205536,Egypt,Within 1 month,No
T03250,22,Manager,37651,2,2BR,10212,122544,Jordan,Flexible,Yes
T03251,33,Entrepreneur,48905,2,2BR,16996,203952,Israel,Flexible,Yes
T03252,43,Manager,52073,2,2BR,15032,180384,Vietnam,Immediate,No
T03253,37,Manager,24927,5,3BR,9268,111216,Saint Pierre and Miquelon,Immediate,No
T03254,39,Consultant,27470,1,1BR,11406,136872,Uganda,Within 1 month,No
T03255,55,Healthcare Worker,29692,3,2BR,10777,129324,Singapore,Within 3 months,No
T03256,22,Teacher,13255,3,2BR,3915,46980,Rwanda,Immediate,No
T03257,34,Finance Professional,56611,1,1BR,23063,276756,Northern Mariana Islands,Within 3 months,No
T03258,35,Finance Professional,20997,2,1BR,6691,80292,Gambia,Immediate,No
T03259,34,Manager,30043,2,2BR,12051,144612,Montenegro,Within 3 months,Yes
T03260,38,Teacher,12998,2,2BR,5095,61140,Lithuania,Within 1 month,No
T03261,27,Finance Professional,40784,1,1BR,18092,217104,Armenia,Within 3 months,Yes
T03262,30,Finance Professional,60000,2,1BR,15077,180924,Honduras,Within 3 months,No
T03263,45,Consultant,42477,2,1BR,11217,134604,Pakistan,Within 1 month,No
T03264,31,Sales & Marketing,25816,2,2BR,10896,130752,Nigeria,Within 3 months,No
T03265,54,Manager,47052,1,1BR,16729,200748,Sweden,Immediate,No
T03266,22,Teacher,12429,2,2BR,3354,40248,Germany,Flexible,No
T03267,22,Manager,46900,2,2BR,14045,168540,Mozambique,Flexible,No
T03268,27,Healthcare Worker,28175,4,3BR,8422,101064,Russian Federation,Within 3 months,No
T03269,29,Finance Professional,27678,2,2BR,11616,139392,Niger,Within 1 month,No
T03270,22,IT Professional,21673,4,2BR,7557,90684,Afghanistan,Within 1 month,No
T03271,24,Healthcare Worker,14767,4,3BR,6064,72768,Saint Lucia,Within 1 month,Yes
T03272,34,Engineer,29789,2,1BR,10029,120348,Saint Martin,Within 1 month,No
T03273,39,Hospitality,14965,5,3BR,3936,47232,Pitcairn Islands,Immediate,Yes
T03274,50,Healthcare Worker,29206,3,3BR,11239,134868,Norfolk Island,Within 1 month,Yes
T03275,22,Teacher,13884,2,1BR,4093,49116,Brazil,Within 3 months,No
T03276,47,Entrepreneur,34388,1,1BR,9056,108672,Mongolia,Within 3 months,No
T03277,28,Entrepreneur,56228,2,2BR,19310,231720,Swaziland,Immediate,No
T03278,34,Consultant,43716,1,Studio,16739,200868,Iraq,Flexible,Yes
T03279,37,Sales & Marketing,25461,1,1BR,10726,128712,Panama,Within 3 months,No
T03280,32,Engineer,31630,1,1BR,10190,122280,Norfolk Island,Within 1 month,No
T03281,52,Healthcare Worker,24125,3,2BR,8964,107568,Svalbard & Jan Mayen Islands,Immediate,No
T03282,43,Engineer,15000,3,2BR,6436,77232,Ethiopia,Within 3 months,Yes
T03283,27,Finance Professional,56012,1,1BR,14029,168348,Cyprus,Flexible,No
T03284,37,IT Professional,35550,4,3BR,10106,121272,Samoa,Within 1 month,No
T03285,42,Hospitality,13932,2,1BR,4877,58524,Panama,Within 3 months,No
T03286,24,Engineer,17397,1,1BR,5845,70140,Rwanda,Within 3 months,No
T03287,39,Sales & Marketing,22152,2,2BR,8705,104460,Dominican Republic,Immediate,No
T03288,22,Manager,38857,2,1BR,9782,117384,Guatemala,Flexible,No
T03289,33,IT Professional,40674,2,2BR,12996,155952,Isle of Man,Within 3 months,No
T03290,45,Hospitality,17212,4,3BR,5622,67464,Cambodia,Immediate,No
T03291,31,Sales & Marketing,27012,2,2BR,8134,97608,Comoros,Immediate,No
T03292,45,Finance Professional,32049,1,1BR,10602,127224,Mozambique,Flexible,No
T03293,52,Consultant,36105,1,1BR,13053,156636,Grenada,Within 1 month,No
T03294,57,Manager,38407,2,2BR,12300,147600,Solomon Islands,Immediate,No
T03295,28,Hospitality,13680,2,2BR,5622,67464,Anguilla,Within 1 month,Yes
T03296,35,Hospitality,16543,1,1BR,5644,67728,China,Within 1 month,No
T03297,27,Engineer,23518,3,3BR,9296,111552,Barbados,Within 3 months,Yes
T03298,34,Sales & Marketing,32329,4,2BR,13234,158808,Tuvalu,Within 1 month,No
T03299,59,Hospitality,14922,2,1BR,5922,71064,Belarus,Within 1 month,No
T03300,37,Engineer,32531,3,2BR,14268,171216,Tokelau,Flexible,No
T03301,51,IT Professional,27977,2,1BR,9268,111216,British Indian Ocean Territory (Chagos Archipelago),Within 3 months,No
T03302,30,Healthcare Worker,19117,3,2BR,5534,66408,Turkmenistan,Flexible,No
T03303,22,Entrepreneur,44324,2,2BR,15080,180960,Vietnam,Within 3 months,No
T03304,30,Consultant,30865,3,2BR,9845,118140,Malawi,Within 1 month,No
T03305,23,Hospitality,15321,2,2BR,5013,60156,Latvia,Immediate,No
T03306,35,Engineer,31665,1,1BR,11339,136068,Albania,Immediate,No
T03307,41,Engineer,31560,2,2BR,9531,114372,Poland,Flexible,Yes
T03308,46,Hospitality,16426,4,3BR,6740,80880,Aruba,Flexible,Yes
T03309,35,Hospitality,20000,1,1BR,8991,107892,Albania,Within 1 month,No
T03310,42,Finance Professional,40621,3,2BR,17721,212652,Armenia,Immediate,No
T03311,54,Teacher,10506,2,1BR,4038,48456,Mauritania,Within 1 month,Yes
T03312,33,Finance Professional,35805,2,2BR,13832,165984,Tunisia,Flexible,Yes
T03313,44,Healthcare Worker,16123,4,3BR,4639,55668,Burundi,Immediate,No
T03314,37,Teacher,11609,5,3BR,3304,39648,Christmas Island,Within 1 month,Yes
T03315,45,Healthcare Worker,33469,4,2BR,13876,166512,Brunei Darussalam,Flexible,No
T03316,24,Engineer,22134,2,2BR,6367,76404,Azerbaijan,Within 3 months,No
T03317,35,Finance Professional,59017,2,2BR,20344,244128,Guinea-Bissau,Within 3 months,No
T03318,50,Consultant,36792,3,2BR,9675,116100,Dominica,Immediate,No
T03319,22,Healthcare Worker,21651,2,1BR,7064,84768,Bulgaria,Flexible,No
T03320,40,Sales & Marketing,18700,2,1BR,6858,82296,San Marino,Immediate,Yes
T03321,34,IT Professional,33392,5,3BR,12616,151392,Chad,Flexible,No
T03322,41,Hospitality,11653,2,2BR,3718,44616,Armenia,Within 1 month,No
T03323,36,IT Professional,32280,3,2BR,8741,104892,Mauritius,Immediate,No
T03324,22,Entrepreneur,61004,2,2BR,17154,205848,Namibia,Within 1 month,No
T03325,31,Entrepreneur,68267,2,2BR,26922,323064,Dominica,Within 3 months,No
T03326,29,Entrepreneur,32903,2,2BR,9790,117480,Morocco,Flexible,No
T03327,24,Teacher,14950,4,2BR,5029,60348,Saint Barthelemy,Within 1 month,No
T03328,31,IT Professional,26942,3,2BR,8810,105720,Guinea-Bissau,Flexible,No
T03329,22,Healthcare Worker,19115,2,1BR,5248,62976,Hungary,Within 1 month,No
T03330,36,Entrepreneur,62062,2,2BR,17752,213024,Seychelles,Flexible,Yes
T03331,39,Entrepreneur,31837,1,1BR,11198,134376,Australia,Within 1 month,Yes
T03332,41,Sales & Marketing,25902,1,Studio,10540,126480,Marshall Islands,Within 1 month,No
T03333,39,Sales & Marketing,13371,2,2BR,4302,51624,Montserrat,Immediate,No
T03334,33,Entrepreneur,35222,1,1BR,12891,154692,Marshall Islands,Within 3 months,Yes
T03335,43,Entrepreneur,45706,2,2BR,18877,226524,Antarctica (the territory South of 60 deg S),Immediate,No
T03336,22,IT Professional,19883,2,2BR,7981,95772,French Guiana,Immediate,No
T03337,49,Healthcare Worker,27500,3,3BR,7484,89808,Jamaica,Within 3 months,No
T03338,32,Hospitality,9063,2,1BR,3347,40164,Hungary,Immediate,No
T03339,38,Consultant,44925,2,1BR,15689,188268,Barbados,Flexible,No
T03340,41,Consultant,31116,2,2BR,10715,128580,Thailand,Immediate,Yes
T03341,25,Healthcare Worker,31401,2,2BR,8360,100320,Kiribati,Flexible,No
T03342,36,Sales & Marketing,33191,2,2BR,10012,120144,Brazil,Immediate,Yes
T03343,22,Hospitality,7425,1,Studio,2556,30672,Syrian Arab Republic,Within 3 months,Yes
T03344,43,Consultant,46307,1,1BR,13574,162888,Thailand,Immediate,No
T03345,32,Hospitality,12163,2,2BR,3477,41724,American Samoa,Immediate,No
T03346,26,Hospitality,16822,1,1BR,4378,52536,Tonga,Flexible,No
T03347,22,Consultant,34625,4,3BR,10425,125100,Bermuda,Immediate,No
T03348,47,Hospitality,10992,2,2BR,4781,57372,France,Within 1 month,No
T03349,30,Manager,33084,2,1BR,9838,118056,Latvia,Immediate,No
T03350,22,Sales & Marketing,25533,1,Studio,7655,91860,Tonga,Within 1 month,No
T03351,27,Finance Professional,39075,2,1BR,17104,205248,Mauritania,Immediate,No
T03352,32,Manager,20000,2,1BR,5908,70896,Cocos (Keeling) Islands,Immediate,Yes
T03353,44,Finance Professional,42350,2,2BR,10808,129696,Estonia,Within 3 months,No
T03354,23,Sales & Marketing,12653,1,Studio,3650,43800,Sudan,Flexible,No
T03355,22,Finance Professional,40541,1,Studio,12980,155760,Lao People's Democratic Republic,Within 3 months,No
T03356,22,Entrepreneur,35843,5,3BR,12505,150060,Sweden,Within 1 month,No
T03357,33,Manager,42707,1,1BR,16665,199980,Guinea,Within 3 months,No
T03358,24,Teacher,13707,2,2BR,5277,63324,Ukraine,Immediate,Yes
T03359,40,Finance Professional,48545,4,3BR,20335,244020,Mongolia,Immediate,No
T03360,34,Engineer,28836,2,2BR,8605,103260,Nicaragua,Flexible,No
T03361,29,Healthcare Worker,20503,2,1BR,6926,83112,Saint Helena,Within 3 months,No
T03362,30,Healthcare Worker,16767,3,3BR,7457,89484,Bolivia,Within 3 months,No
T03363,41,Healthcare Worker,24168,2,1BR,6335,76020,Seychelles,Flexible,No
T03364,22,Healthcare Worker,21206,4,3BR,6183,74196,British Virgin Islands,Immediate,No
T03365,32,Manager,44374,1,Studio,17444,209328,United Kingdom,Within 3 months,No
T03366,38,Manager,47535,1,1BR,12008,144096,Libyan Arab Jamahiriya,Within 1 month,Yes
T03367,49,Hospitality,11634,2,2BR,4988,59856,Congo,Within 3 months,No
T03368,23,IT Professional,38046,1,1BR,15250,183000,Montenegro,Within 3 months,No
T03369,37,Sales & Marketing,15417,2,2BR,6096,73152,Aruba,Flexible,No
T03370,45,Manager,38371,3,2BR,17196,206352,Somalia,Immediate,No
T03371,26,Healthcare Worker,19252,5,3BR,7205,86460,India,Within 1 month,Yes
T03372,31,Sales & Marketing,27105,3,2BR,7651,91812,Italy,Within 3 months,No
T03373,55,Entrepreneur,50512,2,1BR,12846,154152,Gibraltar,Within 3 months,Yes
T03374,43,Engineer,35807,2,2BR,14336,172032,Azerbaijan,Flexible,No
T03375,50,Entrepreneur,74606,3,3BR,20965,251580,Saint Pierre and Miquelon,Immediate,Yes
T03376,45,IT Professional,22994,1,1BR,10238,122856,Iraq,Within 1 month,No
T03377,34,Consultant,33387,2,2BR,9171,110052,Malaysia,Within 1 month,No
T03378,22,Entrepreneur,69740,4,3BR,25387,304644,Marshall Islands,Within 3 months,No
T03379,25,Engineer,32055,3,2BR,12014,144168,Norfolk Island,Within 1 month,Yes
T03380,31,Manager,48044,3,2BR,15392,184704,Saint Lucia,Within 3 months,No
T03381,30,Sales & Marketing,27671,4,2BR,8677,104124,Macao,Flexible,No
T03382,40,Sales & Marketing,20800,1,Studio,6826,81912,Haiti,Immediate,No
T03383,48,Healthcare Worker,27773,1,1BR,8850,106200,Kyrgyz Republic,Flexible,No
T03384,29,Teacher,8000,1,1BR,3316,39792,Saint Barthelemy,Immediate,No
T03385,51,Manager,50536,2,2BR,16367,196404,Japan,Flexible,No
T03386,25,Healthcare Worker,27073,2,2BR,7923,95076,Slovakia (Slovak Republic),Within 1 month,No
T03387,38,Hospitality,10093,2,2BR,3779,45348,Argentina,Within 3 months,No
T03388,29,Teacher,12249,1,1BR,3505,42060,Cocos (Keeling) Islands,Within 3 months,No
T03389,22,Hospitality,6000,2,2BR,1731,20772,Lao People's Democratic Republic,Flexible,No
T03390,27,Teacher,15233,1,Studio,5230,62760,Yemen,Immediate,No
T03391,26,Finance Professional,42651,1,Studio,14235,170820,Uruguay,Within 3 months,No
T03392,48,Hospitality,20000,2,2BR,5518,66216,Congo,Within 3 months,No
T03393,49,Hospitality,16996,1,1BR,4327,51924,British Virgin Islands,Within 3 months,Yes
T03394,33,Healthcare Worker,22218,3,2BR,7237,86844,Jamaica,Within 1 month,No
T03395,38,Healthcare Worker,26190,1,1BR,9786,117432,Angola,Within 3 months,No
T03396,29,Teacher,14241,1,1BR,5592,67104,Dominican Republic,Within 1 month,No
T03397,24,Finance Professional,48181,1,1BR,13783,165396,Switzerland,Immediate,No
